RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METH,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,HOWLONG,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAY,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8-1,Q8-2,Q8-3,Q8-4,Q8-5,Q9Boarding,Q9AirTrain,Q9Rental,Q9Food,Q9Restroom,Q9All,Q9-1,Q9-2,Q9-3,Q10Safe,Q10-1,Q10-2,Q10-3,Q11TSAPRE,Q12PRECHECKRATE,Q12-1,Q12-2,Q12-3,Q13COUNTY,Q13GETRATE,Q14FIND ,Q14PASSTHRU,Q15PROBLEM,Q15-1,Q15-2,Q15-3,NETPRO  ,Q17LIVE,Q18CITY,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q20Age,Q21Gender,Q22Income,Q23FLY,Q24SJC,Q24OAK,LANG,WEIGHT
1519,1124,122,12,7,2,A,2,2,1,2,JETBLUE,BOSTON,134,22,8,2,3,2:00 PM,4:15:00 PM,135,3,,,5,,,,0,0,1,1,2,1,2,6,5,5,5,5,5,6,6,4,4,6,6,6,6,5,14,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,7,5,5,5,2,,,,8,3,BROOKLINE,MA,2446,US,12,2,1,2,2,2,2,3,0.6704842
1520,1147,120,12,7,2,A,2,3,1,2,AEROMEXICO,MEXICO CITY,669,2,36,4,4,11:25 AM,1:35:00 PM,130,3,,,6,,,,1,1,2,2,1,1,4,5,0,5,4,5,4,5,0,4,4,0,0,0,0,4,9,61,,,,0,0,0,0,0,0,0,,,5,3,,,3,,,,,2,5,5,5,2,,,,8,1,CONCORD,CA,94521,US,2,7,1,1,3,1,1,1,0.6704842
1521,2036,210,20,1,6,A,1,3,1,2,CATHAY PACIFIC,HONG KONG,873,12,23,8,4,2:20 PM,12:30:00 AM,610,3,,,3,,,,1,1,1,2,1,2,1,4,4,4,5,5,4,4,4,6,6,6,6,6,6,4,11,,,,,4,6,6,4,5,4,7,,,4,4,,,3,,,,,11,5,4,4,2,,,,8,3,RENO,NV,89509,US,10,6,2,2,2,2,0,1,0.3191648
1522,614,622,29,3,80,F,1,1,1,2,UNITED,BOSTON,768,30,8,2,3,6:30 AM,8:25:00 AM,115,3,,,6,,,,0,1,1,0,1,2,1,4,3,3,4,4,4,6,6,6,6,6,4,6,6,4,3,101,153,,,4,4,6,4,5,4,0,,,3,11,,,3,,,,,1,5,5,5,2,,,,8,3,CHELMSFORD,MA,1824,US,12,3,2,1,2,2,2,1,1.4869248
1523,1298,92,10,5,42,C,1,2,1,2,DELTA,MINNEAPOLIS-ST. PAUL,1581,16,38,3,4,5:00 AM,7:45:00 AM,165,3,,,1,,,3,0,1,1,0,2,1,4,3,3,3,4,4,4,6,6,6,4,5,4,5,6,4,0,,,,,5,4,6,5,5,5,0,,,4,0,,,3,,,,,1,5,4,4,2,,,,8,1,LIVERMORE,CA,94550,US,1,7,2,3,2,2,2,1,1.1789461
1524,730,532,16,4,22,B,3,2,1,2,FRONTIER,DENVER,668,19,14,1,4,3:00 PM,5:33:00 PM,153,3,,,2,,,,1,1,2,1,1,2,1,3,1,1,0,3,5,3,3,5,5,3,3,3,3,3,0,,,,,5,5,5,5,5,5,0,,,3,0,,,3,,,,,7,5,5,5,2,,,,8,1,SAN JOSE,CA,95110,US,7,2,1,4,2,2,2,1,0.2080380
1525,602,623,29,3,64,E,1,1,1,2,UNITED,BALTIMORE,2063,30,6,2,2,7:30 AM,9:35:00 AM,125,3,,,3,,,,2,1,2,2,1,1,1,4,4,4,5,5,4,5,5,6,6,6,6,6,6,4,104,,,,,5,6,6,4,4,4,0,,,5,22,,,2,,,,,11,6,5,0,2,,,,8,3,ROSEDALE,MD,21237,US,12,2,1,1,2,2,2,1,1.4869248
1526,2761,66,5,7,88,F,1,1,1,2,UNITED,RALEIGH-DURHAM,1445,30,53,2,2,6:15 AM,9:30:00 AM,195,3,,,3,,,,1,2,2,1,1,1,1,4,4,4,4,4,4,4,4,5,6,6,6,6,6,4,0,,,,,4,6,6,4,5,4,0,,,4,0,,,2,,,,,11,6,5,4,2,,,,8,3,CHAPEL HILL,NC,27514,US,12,3,2,2,2,2,2,1,1.4869248
1527,1810,195,19,7,4,A,2,3,1,2,CHINA EASTERN,QINGDAO,768,13,52,8,3,11:00 AM,1:40:00 PM,160,4,,,5,,,,1,2,1,2,1,1,2,5,4,2,5,5,5,6,6,6,6,6,5,5,6,5,0,,,,,5,5,6,5,4,5,0,,,5,0,,,2,,,,,35,0,5,5,2,,,,8,3,PITTSBURGH,PA,15213,US,12,2,2,0,3,2,2,3,0.6704842
1528,2080,172,17,5,45,D,1,1,1,2,AMERICAN,PHILADELPHIA,841,8,48,2,3,9:00 AM,10:57:00 AM,117,4,,,1,,,4,1,2,1,1,4,1,4,4,4,4,5,4,5,4,4,4,3,6,6,4,6,4,201,,,,,4,6,6,4,3,4,0,,,4,16,,,2,,,,,7,2,5,3,2,,,,8,1,SAN JOSE,CA,95121,US,7,6,1,4,2,1,2,1,1.0611394
1529,1368,542,18,6,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,4:00 PM,8:55:00 PM,295,4,,,3,,,,0,1,0,1,1,1,3,4,4,4,5,5,5,5,5,4,6,6,4,6,6,4,0,,,,,4,4,6,4,4,4,0,,,5,16,,,2,,,,,11,2,5,4,2,,,,8,3,CEDAR CITY,UT,84720,US,10,5,0,3,2,2,2,1,0.3607733
1530,2048,167,17,5,57,D,1,2,1,2,AMERICAN,DALLAS-FT. WORTH,1454,8,13,3,4,4:10 AM,6:00:00 AM,110,4,,,2,,,,1,1,2,2,1,2,1,4,5,5,5,5,5,4,4,6,6,6,6,6,6,5,0,,,,,5,6,6,5,6,5,0,,,4,0,,,3,,,,,5,4,6,3,2,,,,8,3,,,,,99,2,1,0,2,2,2,1,1.0611394
1531,2380,647,31,5,50,D,1,1,1,2,ALASKA,"WASHINGTON,DC-DULLES",1084,7,72,2,2,7:30 AM,9:25:00 AM,115,4,,,9,,,,1,2,1,1,5,1,2,4,2,3,4,4,4,3,3,4,3,6,3,6,5,BLANK,104,106,23,20,5,3,3,3,1,3,3,0,,,3,6,,,1,5,0,,,5,5,5,5,2,,,,8,3,VIENNA,VA,22180,US,12,5,2,0,1,2,2,1,1.1063322
1532,33,85,8,3,96,G,2,3,1,2,UNITED INTL,SHANGHAI,891,31,64,8,4,11:30 AM,4:25:00 PM,295,4,,,3,,,,2,1,1,1,1,2,3,4,2,4,5,5,5,6,6,5,6,6,6,6,6,3,102,35,,,,5,6,6,3,4,4,0,,,5,0,,,4,,,,,11,6,5,6,2,,,,8,3,,,,CHINA,16,3,2,2,2,2,2,1,1.4869248
1533,1972,556,21,2,101,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,3:30 PM,10:30:00 PM,420,5,,,3,,,,2,2,1,1,1,2,1,5,5,4,5,5,5,6,3,5,5,6,6,6,5,5,0,,,,,5,6,4,4,4,4,0,,,4,4,,,2,,,,,11,0,5,6,2,,,,8,3,ST. CATHERINES,,,CANADA,13,6,1,3,2,2,2,1,0.3461202
1534,887,530,16,4,98,G,3,3,1,2,AIR NEW ZEALAND,AUCKLAND,7,6,3,9,2,5:30 PM,9:40:00 PM,250,5,,,5,,,,1,0,0,0,1,2,0,3,3,5,4,4,3,3,3,3,6,6,6,6,6,3,202,22,,,,3,6,6,3,1,1,0,,,3,0,,,2,,,,,5,0,4,3,2,,,,8,3,,,,NEW ZEALAND,19,4,2,1,2,2,2,1,0.6704842
1535,2385,647,31,5,50,D,1,1,1,2,ALASKA,"WASHINGTON,DC-DULLES",1084,7,72,2,2,7:00 AM,9:25:00 AM,145,5,,,5,,,,1,1,2,2,6,1,3,5,3,2,4,2,3,3,3,1,3,4,3,6,6,4,206,,,,,4,3,4,4,4,4,0,,,4,0,,,2,,,,,1,0,4,1,2,,,,8,1,ALBANY,CA,94706,US,1,4,1,3,3,2,1,1,1.1063322
1536,1138,121,12,7,1,A,2,2,1,2,JETBLUE,LONG BEACH,2135,22,33,1,1,1:30 PM,3:03:00 PM,93,5,,,5,,,,1,1,2,1,3,1,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4,0,,,,,4,6,6,4,4,4,0,,,4,0,,,0,,,,,5,3,4,3,2,,,,8,3,NEWPORT BEACH,CA,92660,US,10,4,2,4,2,2,2,1,0.6704842
1537,255,904,2,4,72,F,2,2,1,2,UNITED,AUSTIN,1889,30,4,3,2,1:15 PM,4:45:00 PM,210,5,,,5,,,,2,2,1,1,1,2,1,2,3,2,5,4,5,5,5,3,4,6,6,6,6,4,0,,,,,4,6,6,6,2,4,0,,,5,2,,,2,,,,,5,3,5,4,2,,,,8,3,AUSTIN,TX,78745,US,11,2,1,2,2,2,2,1,1.4869248
1538,2482,178,17,5,3,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,2:00 PM,4:45:00 PM,165,5,,,1,,,2,1,2,2,1,2,1,4,5,6,6,4,3,4,4,4,4,4,3,6,6,6,3,202,,,,,4,6,6,6,3,4,0,,,4,3,,,2,,,,,7,4,4,2,2,,,,8,1,SANTA CLARA,CA,95051,US,7,2,2,3,2,1,2,1,0.6704842
1539,204,39,3,5,24,B,1,1,1,2,SOUTHWEST,PHOENIX,1860,28,49,1,4,6:45 AM,8:45:00 AM,120,5,,,5,,,,2,2,1,2,1,2,1,4,4,6,3,3,4,4,4,6,4,6,6,6,6,4,0,,,,,5,6,6,4,3,4,0,,,5,4,,,2,,,,,5,4,5,5,2,,,,8,3,TAMPA,FL,33602,US,12,2,1,1,2,2,2,1,0.9942748
1540,2616,65,4,6,53,D,2,1,1,2,ALASKA,LOS ANGELES,1926,7,34,1,4,10:00 AM,11:55:00 AM,115,5,,,6,,,,2,1,2,2,3,1,2,3,3,3,3,3,3,3,3,3,3,6,3,6,3,BLANK,0,,,,,4,4,6,3,4,4,0,,,4,0,,,2,,,,,5,4,5,5,2,,,,8,1,SAN FRANCISCO,CA,94124,US,5,3,2,2,3,1,1,1,1.1063322
1541,1834,196,19,7,3,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,12:30 PM,3:05:00 PM,155,5,,,1,,,1,1,1,2,2,1,1,3,4,5,5,5,4,3,4,4,2,4,4,5,6,6,4,0,,,,,5,4,6,5,4,4,0,,,4,4,,,3,,,,,1,4,5,5,2,,,,8,3,ABIDGAN,,,COTE D IVOIRE,18,3,1,1,2,2,2,1,0.2863575
1542,1386,544,18,6,92,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,6:00 PM,10:30:00 PM,270,5,,,7,,,,2,1,2,1,3,1,3,6,2,6,4,4,4,3,3,4,6,6,6,6,6,4,102,35,,,,3,6,6,6,3,3,0,,,4,0,,,3,,,,,7,4,6,3,2,,,,8,3,OTTAWA,,,CANADA,13,3,1,1,2,2,2,1,0.3461202
1543,215,37,3,5,26,B,1,2,1,2,SOUTHWEST,PHOENIX,1926,28,49,1,4,4:15 AM,6:35:00 AM,140,5,,,14,,,,1,1,1,2,1,1,3,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,0,,,,,4,6,6,3,3,3,0,,,4,0,,,2,,,,,5,5,3,3,2,,,,8,3,GENESEE DEPOT,WI,53127,US,11,4,1,4,2,2,2,1,0.9942748
1544,1331,541,18,6,98,G,3,3,1,2,AIR CANADA,VANCOUVER,571,3,71,4,2,5:00 PM,8:05:00 PM,185,5,,,5,,,,1,2,1,1,3,1,3,4,4,4,4,4,0,6,6,5,3,6,5,6,6,4,0,,,,,5,5,6,5,4,5,0,,,5,0,,,2,,,,,1,5,5,4,2,,,,8,1,BERKELEY,CA,94710,US,1,3,2,2,2,2,1,1,0.3461202
1545,1996,206,20,1,6,A,3,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,85,5,47,6,4,5:00 PM,8:30:00 PM,210,5,,,9,,,,1,2,2,1,1,2,0,5,6,1,5,5,5,6,6,3,5,6,5,6,5,BLANK,11,,,,,5,5,5,6,3,6,0,,,3,0,,,2,,,,,18,5,5,3,2,,,,8,3,PARIS,,,FRANCE,15,3,1,1,2,2,2,1,0.2863575
1546,86,80,8,3,96,G,2,3,1,2,UNITED INTL,KANSAI,35,31,29,8,4,10:15 AM,11:05:00 AM,50,5,,,3,,,,2,2,2,2,1,1,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,4,0,,,,,3,6,6,0,1,4,0,,,3,0,,,4,,,,,11,5,5,6,2,,,,8,3,OSAKA,,,JAPAN,16,7,2,5,3,2,2,4,1.4869248
1547,1885,199,19,7,7,A,3,3,1,2,VIRGIN ATLANTIC,LONDON HEATHROW,20,32,32,6,4,2:00 PM,5:50:00 PM,230,5,,,3,,,,1,1,2,1,0,1,0,5,0,3,2,4,0,5,5,5,6,6,6,6,6,4,0,,,,,5,6,6,6,6,5,0,,,5,0,,,1,4,0,,,11,6,3,4,2,,,,8,3,AUCKLAND,,,NEW ZEALAND,19,6,2,3,1,2,2,1,0.6704842
1548,529,2,1,3,60,E,1,1,1,2,UNITED,LOS ANGELES,2320,30,34,1,4,5:07 AM,9:30:00 AM,263,6,,,3,,,,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BLANK,0,,,,,0,0,0,0,0,0,0,,,3,0,,,3,,,,,11,0,0,0,2,,,,8,3,ELEANOR,WV,25070,US,12,6,1,2,0,2,0,2,1.4869248
1549,1282,92,10,5,42,C,1,2,1,2,DELTA,MINNEAPOLIS-ST. PAUL,1581,16,38,3,4,6:00 AM,7:45:00 AM,105,6,,,5,,,,2,2,1,2,4,1,2,4,4,4,4,4,4,4,4,3,4,6,6,6,6,4,20,,,,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,5,3,5,4,2,,,,8,1,SAN FRANCISCO,CA,94121,US,5,3,2,3,2,2,2,1,1.1789461
1550,180,44,3,5,88,G,1,3,1,2,UNITED INTL,SAN JOSE DEL CABO,1761,31,58,4,1,7:20 AM,8:30:00 AM,70,6,,,5,,,,2,1,2,1,5,1,3,4,4,4,4,3,4,6,6,4,4,6,4,6,6,4,3,,,,,4,4,6,4,4,4,5,,,4,5,,,1,4,4,,,5,4,4,4,2,,,,8,1,SAN FRANCISCO,CA,94117,US,5,3,1,3,2,0,1,1,1.4869248
1551,957,905,11,6,67,E,2,2,1,2,UNITED,CHICAGO-O'HARE,268,30,12,3,4,12:00 PM,2:19:00 PM,139,6,,,6,,,,2,2,1,2,3,1,2,4,4,3,3,3,4,6,6,2,4,6,3,6,6,4,0,,,,,3,3,6,3,3,3,0,,,5,0,,,1,5,0,,,1,4,3,5,2,,,,8,1,OAKLAND,CA,94609,US,1,3,1,3,2,2,1,1,1.4869248
1552,2110,550,20,1,50,D,3,2,1,2,ALASKA,RALEIGH-DURHAM,1074,7,53,2,2,8:00 PM,10:25:00 PM,145,6,,,2,,,,2,2,2,2,0,2,1,0,4,3,5,4,5,6,6,6,4,6,6,6,6,4,0,,,,,6,6,6,4,5,4,0,,,4,0,,,1,5,0,,,4,4,4,5,2,,,,8,3,RALEIGH,NC,27609,US,12,4,2,3,2,2,2,1,1.1063322
1553,1102,105,11,6,7,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,10:30 AM,1:05:00 PM,155,6,,,5,,,,1,2,1,1,4,1,4,5,3,4,4,4,2,2,2,4,4,4,6,4,4,4,102,61,,,,4,6,3,3,3,3,0,,,4,1,,,2,,,,,7,4,5,5,2,,,,8,1,CUPERTINO,CA,95014,US,7,5,1,4,1,1,2,1,0.3191648
1554,729,532,16,4,22,B,3,2,1,2,FRONTIER,DENVER,668,19,14,1,4,2:30 PM,5:33:00 PM,183,6,,,6,,,,1,1,1,2,3,1,4,6,5,5,3,3,3,3,3,6,3,3,5,6,6,4,76,13,11,34,,3,4,6,4,3,4,0,,,4,1,,,2,,,,,8,4,3,3,2,,,,8,1,FAIRFIELD,CA,94534,US,8,6,2,1,2,0,1,1,0.2080380
1555,2737,71,5,7,71,F,2,2,1,2,UNITED,PHOENIX,5320,30,49,1,4,11:12 AM,1:55:00 PM,163,6,,,2,,,,2,1,2,2,1,1,2,6,6,5,4,5,4,4,4,6,3,6,4,6,6,5,0,,,,,5,4,6,6,4,4,0,,,4,0,,,2,,,,,1,4,4,4,2,,,,8,1,OAKLAND,CA,94602,US,1,2,2,1,3,0,1,1,1.4869248
1556,2631,73,6,1,66,E,1,1,1,2,UNITED,DALLAS-FT. WORTH,294,30,13,3,4,6:49 AM,10:55:00 AM,246,6,,,3,,,,0,0,0,1,2,1,1,4,4,4,4,4,3,6,6,4,6,6,6,6,6,4,53,,,,,6,6,6,6,4,4,0,,,4,0,,,2,,,,,11,4,4,4,2,,,,8,3,MESQUITE,TX,75187,US,11,6,2,0,2,2,2,1,1.4869248
1557,1607,130,13,1,54,D,1,1,1,2,ALASKA,BALTIMORE,1126,7,6,2,2,6:30 AM,9:05:00 AM,155,6,,,2,,,,2,2,1,2,1,2,1,4,4,3,2,6,4,6,6,6,2,6,6,6,6,3,72,,,,,4,6,6,5,5,4,0,,,5,5,,,1,5,1,,,0,5,4,5,2,,,,8,3,TOWSON,MD,21204,US,12,3,2,2,1,2,2,1,1.1063322
1558,2042,210,20,1,6,A,1,3,1,2,CATHAY PACIFIC,HONG KONG,873,12,23,8,4,9:00 PM,12:30:00 AM,210,6,,,7,,,,1,1,1,2,1,1,4,3,2,3,4,5,4,3,3,3,4,4,4,6,6,4,105,,,,,5,5,6,4,5,5,0,,,3,12,,,1,3,14,,,7,5,5,5,2,,,,8,1,SAN JOSE,CA,95131,US,7,6,1,4,2,1,2,1,0.3191648
1559,2198,614,23,4,58,D,3,2,1,2,AMERICAN,CHARLOTTE,1799,8,11,2,4,9:00 PM,10:15:00 PM,75,6,,,5,,,,1,1,2,2,4,1,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,26,,,,,4,6,6,6,3,4,0,,,5,2,,,1,5,0,,,5,5,5,5,2,,,,8,1,SAN FRANCISCO,CA,94127,US,5,5,1,4,1,1,1,1,1.0611394
1560,1510,518,15,3,52,D,3,2,1,2,ALASKA,RALEIGH-DURHAM,1106,7,53,2,2,8:30 PM,10:40:00 PM,130,6,,,1,,,4,1,1,2,2,1,1,4,4,6,4,5,6,5,6,6,6,6,6,6,6,6,4,0,,,,,4,6,6,6,0,4,0,,,5,0,,,1,5,0,,,30,5,5,5,2,,,,8,2,MODESTO,CA,95356,US,10,6,1,3,2,1,1,1,1.1063322
1561,2489,178,17,5,3,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,2:30 PM,4:45:00 PM,135,6,,,5,,,,1,0,0,0,2,1,4,5,5,4,5,5,5,5,5,5,5,5,4,4,3,5,0,,,,,5,5,4,5,4,5,0,,,5,0,,,2,,,,,1,5,5,3,2,,,,8,1,FREMONT,CA,94539,US,1,7,1,4,2,1,0,1,0.6704842
1562,1965,556,21,2,101,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,7:30 PM,10:30:00 PM,180,6,,,5,,,,2,1,2,1,1,1,1,6,6,0,5,5,3,3,3,5,5,6,0,6,4,4,54,,,,,5,5,5,6,5,5,0,,,5,0,,,2,,,,,5,5,5,3,2,,,,8,3,GUELPH,,,CANADA,13,3,2,2,2,2,2,1,0.3461202
1563,2666,78,6,1,85,F,2,2,1,2,UNITED,DENVER,720,30,14,1,4,1:30 PM,3:41:00 PM,131,6,,,3,,,,2,2,1,2,1,2,1,5,4,6,4,6,4,6,6,6,6,6,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,3,0,,,4,,,,,11,6,5,6,2,,,,8,3,DENVER,CO,80220,US,10,2,2,1,2,2,2,1,1.4869248
1564,364,27,2,4,9,A,1,1,1,2,HAWAIIAN AIR,HONOLULU,11,20,24,1,2,6:45 AM,9:00:00 AM,135,7,,,8,,,,1,1,1,0,1,2,1,3,2,2,3,3,3,3,2,3,6,6,6,6,6,3,4,,,,,4,6,6,4,4,4,0,,,4,5,,,1,5,22,,,10,3,4,4,2,,,,8,3,FLORENCE,KY,41042,US,11,6,2,0,2,2,2,1,0.6704842
1565,1440,523,15,3,28,B,3,2,1,2,SOUTHWEST,LAS VEGAS,5606,28,31,1,4,7:15 PM,7:55:00 PM,40,7,,,10,,,,1,1,0,0,3,1,4,2,3,3,3,3,4,3,3,4,3,3,6,6,6,3,0,,,,,3,6,6,3,3,3,13,,,3,0,,,1,4,0,,,1,4,4,4,2,,,,8,1,FREMONT,CA,94555,US,1,7,2,4,2,2,0,1,0.9942748
1566,43,84,8,3,91,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,31,47,6,4,11:47 AM,2:45:00 PM,178,2,,,2,,,,2,1,1,1,1,2,1,6,4,4,3,2,5,6,6,4,6,6,6,6,6,BLANK,151,,,,,3,6,6,3,3,6,0,,,4,4,,,3,,,,,11,4,6,3,3,,,,8,3,PARIS,,,FRANCE,15,4,2,2,2,2,2,1,1.4869248
1567,93,80,8,3,96,G,2,3,1,2,UNITED INTL,KANSAI,35,31,29,8,4,8:00 AM,11:05:00 AM,185,3,,,2,,,,0,0,1,0,0,1,4,3,4,3,3,4,3,0,0,0,4,3,0,0,0,4,152,,,,,4,4,6,4,4,4,0,,,4,0,,,0,,,,,2,3,4,0,3,,,,8,1,,,,US,90,6,2,2,2,2,1,1,1.4869248
1568,405,13,1,3,25,B,3,2,1,2,SOUTHWEST,LOS ANGELES,5821,28,34,1,4,7:15 PM,8:20:00 PM,65,3,,,5,,,,2,2,2,2,5,1,3,5,3,0,0,0,0,0,0,4,0,0,0,0,0,BLANK,0,,,,,0,0,0,0,5,5,0,,,4,0,,,0,,,,,5,4,5,0,3,,,,8,1,SAN FRANCISCO,CA,94122,US,5,6,2,0,2,0,1,1,0.9942748
1569,1519,517,15,3,50,D,3,2,1,2,ALASKA,"WASHINGTON,DC-DULLES",1090,7,72,2,2,6:30 PM,9:05:00 PM,155,3,,,3,,,,2,2,2,1,1,2,1,5,3,4,5,4,5,5,5,5,4,0,0,5,5,5,0,,,,,5,6,6,4,5,5,0,,,5,0,,,4,,,,,11,4,4,0,3,,,,8,3,LOMA LINDA,CA,92354,US,10,3,2,0,0,0,0,1,1.1063322
1570,2114,550,20,1,50,D,3,2,1,2,ALASKA,RALEIGH-DURHAM,1074,7,53,2,2,8:00 PM,10:25:00 PM,145,3,,,2,,,,1,0,0,1,1,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,BLANK,0,,,,,4,4,4,4,4,4,0,,,5,0,,,3,,,,,5,6,6,6,3,,,,8,3,SACRAMENTO,CA,95824,US,10,1,1,0,0,0,0,1,1.1063322
1571,836,527,16,4,94,G,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,3:45 PM,6:55:00 PM,190,0,,,5,,,,1,1,1,1,1,2,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,5,5,5,5,5,0,,,4,0,,,3,,,,,5,0,5,5,0,,,,9,3,COLOGNE,,,GERMANY,15,3,2,1,2,2,2,1,0.6088813
1572,1537,515,15,3,51,D,3,2,1,2,ALASKA,SEATTLE,1759,7,62,1,4,5:50 PM,7:25:00 PM,95,1,,,5,,,,2,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BLANK,0,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,,,,0,0,0,0,0,,,,9,3,GUADULUPE,,,MEXICO,13,2,1,2,2,1,2,1,1.1063322
1573,2495,178,17,5,3,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,12:20 PM,4:45:00 PM,265,1,,,5,,,,1,2,1,1,3,1,2,4,2,3,4,5,4,4,4,5,4,6,4,6,6,4,0,,,,,5,4,6,3,3,3,0,,,5,0,,,2,,,,,0,0,0,0,0,,,,9,3,,,,INDIA,16,4,1,0,2,1,0,1,0.6704842
1574,2464,175,17,5,9,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,12:15 PM,3:05:00 PM,170,2,,,12,,,,1,1,1,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BLANK,0,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,,,,0,0,0,0,0,,,,9,2,CARMEL,CA,93923,US,10,5,2,2,2,1,1,1,0.2863575
1575,1597,132,13,1,54,D,1,1,1,2,ALASKA,SEATTLE,1747,7,62,1,4,8:00 AM,10:35:00 AM,155,2,,,3,,,,0,0,0,1,3,1,4,4,4,3,4,4,1,4,4,4,4,4,4,4,4,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,4,,,,,11,0,4,6,0,,,,9,3,SEATTLE,WA,98126,US,10,3,2,2,2,1,1,1,1.1063322
1576,1824,196,19,7,3,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,12:00 PM,3:05:00 PM,185,2,,,9,,,,1,1,2,1,0,2,1,4,4,3,0,5,5,0,0,5,0,0,0,0,5,BLANK,0,,,,,5,5,5,0,5,0,0,,,0,0,,,0,,,,,5,5,5,5,0,,,,9,3,CHAUALIENES,,,FRANCE,15,3,2,1,1,2,2,1,0.2863575
1577,541,5,1,3,87,F,2,1,1,2,UNITED,CHICAGO-O'HARE,794,30,12,3,4,10:30 AM,12:10:00 PM,100,3,,,5,,,,2,1,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BLANK,0,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,,,,0,0,0,0,0,,,,9,3,CHICAGO,IL,60618,US,11,2,1,0,2,2,2,1,1.4869248
1578,2136,180,18,6,7,G,2,3,1,2,EVA AIR,TAIPEI,7,18,68,8,4,9:00 AM,1:00:00 PM,240,3,,,8,,,,1,1,1,2,1,2,1,3,5,3,3,5,5,5,5,6,6,6,5,6,6,4,60,,,,,5,5,6,4,4,4,0,,,5,0,,,1,4,10,,,5,5,4,5,0,,,,9,3,TAIPEI,,,TAIWAN,16,4,2,2,2,2,2,1,0.6704842
1579,2128,550,20,1,50,D,3,2,1,2,ALASKA,RALEIGH-DURHAM,1074,7,53,2,2,10:00 PM,10:25:00 PM,25,1,,,3,,,,2,2,2,2,3,1,2,5,4,4,4,4,3,6,6,6,6,6,4,6,6,4,19,53,,,,4,4,6,4,4,4,0,,,5,1,,,4,,,,,11,5,4,6,1,1,,,9,3,RALEIGH,NC,27605,US,12,3,1,4,2,2,1,1,1.1063322
1580,2660,74,6,1,64,E,2,1,1,2,UNITED,INDIANAPOLIS,317,30,26,3,2,8:15 AM,11:53:00 AM,218,1,,,9,,,,1,1,1,2,2,1,2,5,3,3,4,4,5,4,4,6,5,5,4,6,4,4,152,102,,,,5,5,5,5,5,5,0,,,5,0,,,1,5,0,,,5,0,5,5,1,5,,,9,3,INDIANAPOLIS,IN,46240,US,11,4,1,0,2,2,2,1,1.4869248
