RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METH,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,HOWLONG,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAY,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8-1,Q8-2,Q8-3,Q8-4,Q8-5,Q9Boarding,Q9AirTrain,Q9Rental,Q9Food,Q9Restroom,Q9All,Q9-1,Q9-2,Q9-3,Q10Safe,Q10-1,Q10-2,Q10-3,Q11TSAPRE,Q12PRECHECKRATE,Q12-1,Q12-2,Q12-3,Q13COUNTY,Q13GETRATE,Q14FIND ,Q14PASSTHRU,Q15PROBLEM,Q15-1,Q15-2,Q15-3,NETPRO  ,Q17LIVE,Q18CITY,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q20Age,Q21Gender,Q22Income,Q23FLY,Q24SJC,Q24OAK,LANG,WEIGHT
1581,32,85,8,3,96,G,2,3,1,2,UNITED INTL,SHANGHAI,891,31,64,8,4,12:15 PM,4:25:00 PM,250,1,,,3,,,,2,0,0,0,2,1,1,0,5,4,3,4,4,4,4,5,6,6,6,6,6,4,0,,,,,5,6,6,4,4,4,0,,,5,0,,,2,,,,,11,0,4,6,1,5,,,9,3,PESHAWAR,,,PAKISTAN,16,3,1,5,3,2,2,1,1.4869248
1582,1513,518,15,3,52,D,3,2,1,2,ALASKA,RALEIGH-DURHAM,1106,7,53,2,2,8:25 PM,10:40:00 PM,135,3,,,9,,,,2,2,2,2,3,1,4,5,3,6,4,4,3,3,3,6,4,6,4,6,4,4,22,,,,,3,4,4,6,3,3,0,,,3,0,,,1,4,0,,,1,5,5,4,1,5,,,9,3,DURHAM,NC,27713,US,12,4,2,2,2,2,1,1,1.1063322
1583,2695,87,9,4,28,B,1,1,1,2,SOUTHWEST,SAN DIEGO,483,28,57,1,2,7:15 AM,9:05:00 AM,110,3,,,4,,,,1,1,2,2,3,1,4,5,4,4,3,4,4,4,4,4,5,5,6,5,5,5,0,,,,,5,6,4,5,5,5,0,,,5,0,,,1,5,0,,,6,5,5,5,1,13,,,9,3,LA JOLLA,CA,92038,US,10,6,1,3,2,0,1,1,0.9942748
1584,2405,644,31,5,54,D,1,2,1,2,ALASKA,SEATTLE,313,7,62,1,4,5:35 AM,7:15:00 AM,100,1,,,5,,,,2,1,2,2,4,1,4,4,4,3,4,4,4,3,3,2,3,4,4,3,6,4,11,,,,,4,4,4,4,4,4,0,,,5,0,,,1,5,0,,,5,4,5,5,1,21,,,9,1,SAN FRANCISCO,CA,94115,US,5,4,2,4,2,1,1,1,1.1063322
1585,129,50,3,5,3,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,6:45 AM,1:05:00 PM,380,3,,,3,,,,2,2,2,1,1,1,4,4,6,6,4,3,3,6,4,1,6,6,2,6,6,3,11,59,23,806,,5,5,6,6,4,5,0,,,3,7,21,,2,,,,,11,6,1,3,1,21,7,1,9,3,PROVO,UT,84603,US,10,3,1,2,2,2,2,1,0.3191648
1586,1166,118,12,7,11,A,2,1,1,2,JETBLUE,BOSTON,334,22,8,2,3,9:30 AM,11:42:00 AM,132,1,,,8,,,,2,2,1,1,2,1,4,6,2,3,4,4,6,6,6,4,6,6,6,6,6,4,63,,,,,5,6,6,4,1,4,0,,,5,0,,,1,4,21,,,5,2,5,5,1,22,,,9,3,CAMBRIDGE,MA,2141,US,12,6,1,4,2,2,2,1,0.6704842
1587,2452,174,17,5,12,A,2,2,1,2,JETBLUE,BOSTON,534,22,8,2,3,10:30 AM,1:42:00 PM,192,1,,,9,,,,2,2,1,2,2,1,4,5,4,6,4,3,4,0,0,6,5,6,5,6,6,4,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,5,0,,,7,0,4,5,1,23,,,9,3,BOSTON,MA,2108,US,12,6,1,4,2,1,2,1,0.6704842
1588,1020,155,15,3,12,A,1,2,1,2,JETBLUE,LONG BEACH,735,22,33,1,1,4:20 AM,6:00:00 AM,100,1,,,5,,,,2,2,2,1,3,1,4,5,6,6,5,4,4,6,6,5,5,6,6,6,6,5,0,,,,,5,6,6,6,6,5,0,,,5,0,,,2,,,,,1,5,5,5,1,23,,,9,1,,,,US,90,4,1,0,2,2,1,1,0.6704842
1589,1589,133,13,1,50,D,2,1,1,2,ALASKA,NASHVILLE,1100,7,40,3,2,7:00 AM,11:36:00 AM,276,2,,,3,,,,1,1,2,2,2,1,1,4,4,4,4,3,4,4,4,3,6,6,6,6,6,5,16,,,,,4,6,6,6,6,6,0,,,5,5,,,1,1,1,,,11,5,5,5,1,23,,,9,3,WHITES CREEK,TN,37189,US,11,2,1,0,2,2,2,1,1.1063322
1590,1370,542,18,6,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,2:00 PM,8:55:00 PM,415,2,,,9,,,,1,2,2,1,2,1,3,6,4,6,4,4,4,6,6,3,4,6,4,6,4,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,1,4,7,,,11,4,4,4,1,26,,,9,3,,,,,99,7,1,2,2,2,2,1,0.3607733
1591,1566,513,15,3,57,D,3,2,1,2,AMERICAN,DALLAS-FT. WORTH,2352,8,13,3,4,2:30 PM,5:25:00 PM,175,1,,,9,,,,0,0,0,1,5,1,4,6,4,4,4,5,5,6,6,5,5,6,3,6,4,4,74,23,16,,,5,4,4,4,5,5,0,,,3,12,,,1,5,2,2,,7,4,5,4,1,31,,,9,3,PLANO,TX,75024,US,11,4,1,4,1,1,2,1,1.0611394
1592,1210,100,11,6,65,E,1,1,1,2,UNITED,RALEIGH-DURHAM,1445,30,53,2,2,7:45 AM,9:30:00 AM,105,1,,,4,,,,1,1,2,2,1,1,4,3,4,5,4,5,5,4,4,6,4,6,5,6,6,4,991,,,,,5,4,6,5,5,5,0,,,3,0,,,1,5,2,,,5,5,5,5,1,31,,,9,3,RALEIGH,NC,27604,US,12,4,1,4,2,2,2,1,1.4869248
1593,1923,179,17,5,8,A,3,3,1,2,VIRGIN ATLANTIC,LONDON HEATHROW,20,32,32,6,4,4:00 PM,5:50:00 PM,110,2,,,4,,,,2,1,2,2,3,1,4,4,5,5,4,4,5,5,5,5,5,4,4,4,4,5,0,,,,,5,4,4,5,5,5,0,,,4,0,,,1,1,0,,,6,5,5,2,1,31,,,9,1,REDWOOD CITY,CA,94065,US,6,6,2,4,2,2,2,1,0.6704842
1594,1762,549,20,1,51,D,3,2,1,2,ALASKA,NEWARK,1182,7,43,2,4,8:23 PM,9:35:00 PM,72,1,,,5,,,,1,2,1,2,4,1,4,5,4,4,3,4,4,6,6,3,5,5,5,5,4,4,203,,,,,4,4,4,4,4,4,2,,,4,4,,,2,,,,,1,5,4,4,1,32,,,9,1,SAN LEANDRO,CA,94577,US,1,4,2,4,2,1,1,1,1.1063322
1595,2165,185,18,6,97,G,3,3,1,2,TURKISH AIRLINES,ISTANBUL,80,29,27,7,4,4:30 PM,6:15:00 PM,105,2,3,,5,,,,1,1,2,1,4,1,3,4,5,5,4,4,4,6,6,5,4,6,5,6,3,5,15,994,,,,5,5,5,5,5,5,0,,,5,0,,,1,4,3,,,5,5,5,5,1,32,,,9,1,SAN FRANCISCO,CA,94102,US,5,3,2,3,2,2,1,1,0.6704842
1596,2277,608,23,4,57,D,3,2,1,2,AMERICAN,PHOENIX,1703,8,49,1,4,1:00 PM,5:05:00 PM,245,2,,,9,,,,1,2,1,2,2,1,2,6,3,6,4,6,6,6,6,6,3,6,2,6,3,3,23,,,,,5,4,4,5,5,4,0,,,5,1,,,2,,,,,5,3,5,1,1,32,,,9,3,KISSIMMEE,FL,34747,US,12,5,1,4,1,1,2,1,1.0611394
1597,1594,132,13,1,54,D,1,1,1,2,ALASKA,SEATTLE,1747,7,62,1,4,7:30 AM,10:35:00 AM,185,2,,,7,,,,1,1,1,2,1,2,1,4,4,4,4,4,4,4,4,6,4,6,6,6,6,4,202,,,,,5,6,6,6,5,5,0,,,4,0,,,3,,,,,5,3,5,3,1,32,,,9,3,VICTORIA,,,CANADA,13,3,1,3,2,2,2,1,1.1063322
1598,1700,553,21,2,97,G,3,3,1,2,UNITED INTL,LONDON HEATHROW,930,31,32,6,4,4:00 PM,7:35:00 PM,215,2,,,12,,,,1,1,1,1,1,1,4,5,4,4,3,4,4,4,4,4,0,0,0,0,0,4,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,1,15,,,4,4,5,2,1,32,,,9,2,CHICO,CA,95926,US,10,7,1,2,2,2,2,1,1.4869248
1599,573,624,29,3,77,F,1,1,1,2,UNITED,SPOKANE,500,30,66,1,1,7:00 AM,10:37:00 AM,217,2,,,3,,,,0,1,1,1,1,2,1,4,5,4,3,4,5,0,0,0,0,0,0,0,0,5,204,,,,,3,0,0,0,4,4,0,,,5,3,,,2,,,,,11,4,3,2,1,32,,,9,3,NAMPA,ID,83651,US,10,5,1,3,2,2,2,1,1.4869248
1600,847,527,16,4,94,G,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,4:15 PM,6:55:00 PM,160,2,,,6,,,,2,1,2,2,3,1,4,6,4,4,2,4,3,6,6,5,3,4,4,6,4,4,201,35,77,53,71,5,5,5,5,5,5,0,,,4,6,,,2,,,,,1,4,4,1,1,32,1,,9,1,BERKELEY,CA,94709,US,1,3,1,3,2,2,1,1,0.6088813
1601,1133,121,12,7,1,A,2,2,1,2,JETBLUE,LONG BEACH,2135,22,33,1,1,1:15 PM,3:03:00 PM,108,2,,,4,,,,2,2,2,2,3,1,4,4,4,3,4,4,4,2,3,3,6,6,6,6,6,3,203,202,,,,4,6,6,4,3,4,9,,,4,7,,,2,,,,,6,4,5,5,1,32,,,9,1,SAN MATEO,CA,94402,US,6,5,2,5,2,0,1,1,0.6704842
1602,2174,185,18,6,97,G,3,3,1,2,TURKISH AIRLINES,ISTANBUL,80,29,27,7,4,2:20 PM,6:15:00 PM,235,2,,,6,,,,2,1,1,1,1,2,1,4,4,2,5,5,5,5,5,5,6,6,5,6,6,5,0,,,,,5,4,3,5,4,4,0,,,4,12,,,0,,,,,5,5,5,2,1,32,,,9,3,STUTTGART,,,GERMANY,15,3,1,3,3,2,2,1,0.6704842
1603,843,527,16,4,94,G,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,12:00 PM,6:55:00 PM,415,2,,,3,,,,1,2,1,1,1,1,2,5,4,4,5,5,5,5,5,3,6,6,4,6,6,5,102,,,,,5,4,6,5,4,5,0,,,4,11,,,2,,,,,11,5,5,2,1,32,,,9,3,SALT LAKE CITY,UT,84103,US,10,2,2,1,2,2,2,1,0.6088813
1604,1076,109,11,6,6,A,2,3,1,2,BRITISH AIRWAYS,LONDON HEATHROW,284,11,32,6,4,1:30 PM,4:30:00 PM,180,2,,,9,,,,1,2,2,2,1,1,3,3,6,3,6,6,6,6,6,6,5,5,5,6,4,4,0,,,,,5,5,5,6,5,5,0,,,3,12,,,2,,,,,18,5,5,3,1,32,,,9,3,ROWLANDS GILL,,,UNITED KINGDOM,15,5,2,3,2,2,2,1,0.6704842
1605,1928,554,21,2,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,5:30 PM,8:55:00 PM,205,2,,,2,,,,1,2,2,1,1,1,4,6,6,6,5,6,6,6,6,6,6,6,6,6,6,5,202,206,,,,5,6,6,6,6,5,0,,,5,15,,,2,,,,,21,5,5,3,1,32,,,9,2,ELK GROVE,CA,95758,US,10,7,2,0,2,2,2,1,0.3607733
1606,800,537,16,4,8,A,3,3,1,2,QANTAS,SYDNEY,74,26,67,9,4,7:50 PM,10:45:00 PM,175,3,,,2,,,,1,1,2,2,2,1,4,4,3,3,5,5,4,3,3,0,4,4,5,6,4,4,202,,,,,4,4,4,3,4,4,0,,,4,6,,,2,,,,,2,2,5,5,1,32,,,9,3,MELBOURNE,,,AUSTRALIA,19,6,2,3,2,2,2,1,0.6704842
1607,2614,65,4,6,53,D,2,1,1,2,ALASKA,LOS ANGELES,1926,7,34,1,4,10:15 AM,11:55:00 AM,100,3,,,5,,,,2,1,2,2,4,1,3,3,4,4,4,4,4,0,0,0,4,0,4,0,0,4,0,,,,,0,0,0,0,0,5,0,,,4,0,,,2,,,,,5,3,5,3,1,32,,,9,1,SAN FRANCISCO,CA,94112,US,5,3,2,1,3,2,2,1,1.1063322
1608,924,157,15,3,11,A,1,2,1,2,JETBLUE,BOSTON,434,22,8,2,3,5:15 AM,7:57:00 AM,162,3,,,9,,,,1,1,1,2,2,1,2,6,3,3,5,5,5,5,5,6,5,5,5,6,5,4,101,,,,,5,5,5,5,5,5,0,,,0,0,,,1,2,8,,,5,5,5,3,1,32,,,9,3,NAHANT,MA,1908,US,12,5,2,0,1,2,2,1,0.6704842
1609,14,70,5,7,76,F,2,1,1,2,UNITED,KANSAS CITY,5454,30,30,3,2,10:11 AM,1:00:00 PM,169,4,,,8,,,,1,2,2,2,1,2,1,4,6,6,4,4,4,4,4,6,3,6,6,6,6,4,211,,,,,4,6,6,6,5,4,0,,,4,20,,,2,,,,,5,5,5,4,1,34,,,9,3,OLATHE,KS,66061,US,11,2,1,1,2,2,2,1,1.4869248
1610,241,904,2,4,72,F,2,2,1,2,UNITED,AUSTIN,1889,30,4,3,2,12:30 PM,4:45:00 PM,255,2,,,3,,,,1,1,1,1,2,1,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,22,,,,,4,6,6,4,3,4,0,,,4,20,,,2,,,,,11,6,5,4,1,35,,,9,3,SAN MARCOS,TX,78666,US,11,4,2,2,2,2,2,1,1.4869248
1611,2498,178,17,5,3,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,1:00 PM,4:45:00 PM,225,0,,,2,,,,1,2,2,1,2,1,2,6,6,6,5,5,5,6,6,3,5,5,6,6,6,4,502,,,,,5,6,6,6,6,4,0,,,4,7,,,3,,,,,21,3,5,3,1,44,,,9,2,SACRAMENTO,CA,95815,US,10,3,1,0,3,2,2,1,0.6704842
1612,1825,196,19,7,3,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,12:20 PM,3:05:00 PM,165,1,,,4,,,,1,1,2,1,1,1,3,4,4,4,5,5,5,4,5,5,4,4,4,4,4,4,11,107,,,,4,3,2,4,3,3,0,,,5,2,,,2,,,,,1,5,5,4,1,44,,,9,3,ARIANA,,,TUNISIA,18,4,1,1,2,2,0,1,0.2863575
1613,44,84,8,3,91,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,31,47,6,4,12:00 PM,2:45:00 PM,165,3,,,2,,,,1,1,1,1,3,1,2,6,3,4,4,4,4,4,4,5,5,4,6,6,6,4,101,,,,,5,6,6,5,3,4,0,,,5,1,,,2,,,,,25,1,5,4,1,45,,,9,3,PARIS,,,FRANCE,15,2,2,1,2,2,2,1,1.4869248
1614,1609,130,13,1,54,D,1,1,1,2,ALASKA,BALTIMORE,1126,7,6,2,2,7:05 AM,9:05:00 AM,120,4,,,2,,,,1,0,0,0,3,1,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,501,,,,,5,5,5,5,5,5,0,,,5,1,,,2,,,,,2,5,5,5,1,45,,,9,1,SAN RAMON,CA,94583,US,2,2,1,1,2,1,1,1,1.1063322
1615,971,907,11,6,2,A,3,2,1,2,ALASKA,SALT LAKE CITY,744,7,55,1,2,5:10 PM,7:30:00 PM,140,3,,,2,,,,2,1,1,1,1,1,4,5,3,3,4,3,3,4,4,4,3,4,6,6,6,4,0,,,,,4,4,4,4,4,4,0,,,4,11,,,1,5,0,,,6,5,4,4,1,51,,,9,1,SAN MATEO,CA,94404,US,6,0,2,2,2,1,1,1,1.1063322
1616,2164,185,18,6,97,G,3,3,1,2,TURKISH AIRLINES,ISTANBUL,80,29,27,7,4,2:30 PM,6:15:00 PM,225,1,,,3,,,,2,2,1,1,3,1,2,5,4,3,4,4,5,6,6,5,6,6,6,6,6,4,0,,,,,5,5,6,4,5,5,0,,,5,0,,,4,,,,,11,3,4,6,1,53,,,9,3,CORVALLIS,OR,97333,US,10,3,2,1,1,2,1,1,0.6704842
1617,688,616,24,5,41,C,2,2,1,2,DELTA,SALT LAKE CITY,1241,16,55,1,2,3:00 PM,4:45:00 PM,105,2,3,,12,,,,2,1,1,1,3,1,1,3,3,3,4,4,4,3,3,4,4,6,6,6,6,4,151,,,,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,3,3,4,5,1,53,,,9,3,NEWARK,DE,19711,US,12,3,2,3,2,2,2,1,1.1789461
1618,808,537,16,4,8,A,3,3,1,2,QANTAS,SYDNEY,74,26,67,9,4,8:15 PM,10:45:00 PM,150,2,,,7,,,,1,2,2,1,1,1,4,5,6,0,4,4,4,4,4,4,6,6,6,6,6,4,202,206,23,,,4,6,6,6,4,4,1,,,4,0,,,2,,,,,5,3,5,1,1,61,,,9,3,SYDNEY,,,AUSTRALIA,19,7,1,1,2,2,2,1,0.6704842
1619,2591,62,4,6,53,D,1,1,1,2,ALASKA,NEWARK,1176,7,43,2,4,7:30 AM,9:35:00 AM,125,0,,,3,,,,2,2,1,1,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,BLANK,0,,,,,5,0,0,5,0,0,0,,,5,0,,,2,,,,,11,0,0,0,1,62,,,9,3,ALBUQUERQUE,NM,87110,US,10,7,2,2,2,2,2,1,1.1063322
1620,824,526,16,4,97,G,3,3,1,2,AER LINGUS,DUBLIN,146,1,18,6,3,2:10 PM,5:30:00 PM,200,1,2,,2,,,,1,2,2,2,1,1,4,6,6,6,6,4,4,6,6,6,6,6,6,6,6,4,10,,,,,5,6,6,6,5,5,0,,,5,0,,,1,5,16,,,18,4,4,5,1,62,,,9,2,SALINAS,CA,93907,US,10,7,2,0,2,1,2,1,0.6704842
1621,872,530,16,4,98,G,3,3,1,2,AIR NEW ZEALAND,AUCKLAND,7,6,3,9,2,6:30 PM,9:40:00 PM,190,3,,,2,,,,1,2,1,1,1,1,2,6,4,3,4,4,4,6,6,5,4,6,6,6,6,4,0,,,,,4,6,6,6,6,4,0,,,3,0,,,2,,,,,5,1,4,3,1,73,,,9,0,,,,,99,5,2,0,2,2,2,1,0.6704842
1622,520,902,1,3,72,F,3,2,1,2,UNITED,SEATTLE,2161,30,62,1,4,3:00 PM,5:37:00 PM,157,1,,,9,,,,1,2,1,1,2,1,4,6,4,6,4,5,3,6,6,5,3,6,3,6,5,4,11,,,,,5,4,5,5,3,4,0,,,5,0,,,1,5,0,,,4,4,4,5,1,0,,,9,3,ROCKY RIVER,OH,44116,US,11,5,1,4,2,2,2,1,1.4869248
1623,282,32,2,4,97,G,2,3,1,2,SINGAPORE AIRLINES,SINGAPORE,31,27,65,8,4,9:00 AM,11:30:00 AM,150,2,,,9,,,,0,0,1,1,1,2,1,5,4,4,5,5,0,5,5,5,4,0,5,3,5,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,0,,,,,0,5,5,0,1,0,,,9,3,BEAVERTON,OR,97006,US,10,3,2,0,0,0,0,1,0.6704842
1624,1141,121,12,7,1,A,2,2,1,2,JETBLUE,LONG BEACH,2135,22,33,1,1,1:30 PM,3:03:00 PM,93,0,,,2,,,,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,,,,,5,0,0,0,4,5,0,,,0,0,,,0,,,,,0,0,5,5,2,,,,9,3,,,,,99,3,1,0,2,2,2,1,0.6704842
1625,2644,77R,6,1,69,E,2,2,1,2,UNITED,KAHULUI,539,30,28,1,1,11:30 AM,2:40:00 PM,190,0,,,3,,,,0,1,1,0,1,1,2,5,0,5,5,5,5,5,5,5,6,6,6,6,6,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,11,0,5,0,2,,,,9,3,MAGNA,UT,84044,US,10,5,1,3,2,2,2,1,1.4869248
1626,2135,180,18,6,7,G,2,3,1,2,EVA AIR,TAIPEI,7,18,68,8,4,10:00 AM,1:00:00 PM,180,0,,,2,,,,1,0,2,1,1,1,2,6,5,6,6,5,5,6,6,6,6,6,6,6,6,5,0,,,,,5,6,6,5,4,5,0,,,5,2,,,3,,,,,4,3,5,5,2,,,,9,3,PASUCPSIN,,,PHILIPPINES,19,6,2,0,2,0,1,1,0.6704842
1627,584,624,29,3,77,F,1,1,1,2,UNITED,SPOKANE,500,30,66,1,1,N,10:37:00 AM,N,0,,,2,,,,1,2,2,1,2,1,1,4,3,4,5,5,5,5,5,4,5,6,6,6,6,4,0,,,,,5,6,6,5,4,4,0,,,5,1,,,1,4,1,,,1,4,4,4,2,,,,9,3,PULLMAN,WA,99163,US,10,2,1,1,2,2,2,1,1.4869248
1628,2153,182,18,6,101,G,2,3,1,2,LUFTHANSA,FRANKFURT,455,24,20,6,4,12:00 PM,3:00:00 PM,180,0,,,7,,,,1,2,2,1,1,1,2,6,3,6,4,4,4,4,4,3,4,4,5,6,5,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,1,5,0,,,5,4,4,4,2,,,,9,3,WIESBADEN,,,GERMANY,15,4,1,0,2,2,2,1,0.3607733
1629,2028,209,20,1,11,A,1,3,1,2,PHILIPPINE AIRLINES,MANILA,105,25,35,8,2,6:30 PM,12:35:00 AM,365,0,,,5,,,,1,2,2,1,1,2,1,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,14,42,,,,5,5,5,4,3,4,0,,,4,4,,,3,,,,,5,4,5,4,2,,,,9,3,MANDAILYONG,,,PHILIPPINES,19,2,2,1,2,2,2,1,0.6704842
1630,1614,130,13,1,54,D,1,1,1,2,ALASKA,BALTIMORE,1126,7,6,2,2,6:30 AM,9:05:00 AM,155,0,,,8,,,,1,2,1,1,1,1,4,6,5,6,3,5,5,6,6,5,3,6,5,6,4,5,74,59,,,,5,5,5,5,5,5,0,,,5,0,,,0,,,,,5,5,5,5,2,,,,9,3,BALTIMORE,MD,21212,US,12,6,1,2,2,1,2,1,1.1063322
1631,2751,68,5,7,83,F,2,1,1,2,UNITED,NEWARK,535,30,43,2,4,9:30 AM,11:30:00 AM,120,0,,,12,,,,1,2,1,2,3,1,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,5,0,,,1,5,21,,,3,5,5,5,2,,,,9,3,MORRISTOWN,NJ,7960,US,12,7,2,0,2,2,1,1,1.4869248
1632,1401,525,15,3,28,B,3,2,1,2,SOUTHWEST,LAS VEGAS,1201,28,31,1,4,8:45 PM,9:45:00 PM,60,0,,,2,,,,1,2,1,2,2,1,4,5,3,0,4,5,4,5,5,5,4,2,4,3,6,4,0,,,,,5,4,6,5,4,4,0,,,4,6,,,2,,,,,5,5,5,5,2,,,,9,3,LAS VEGAS,NV,89113,US,10,3,2,0,2,2,2,1,0.9942748
1633,1861,198,19,7,9,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,1:45 PM,4:45:00 PM,180,0,,,8,,,,1,1,1,1,1,2,1,6,5,5,5,5,5,5,5,4,5,6,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,7,5,5,5,2,,,,9,3,BENGALURU,,,INDIA,16,3,1,0,2,2,2,1,0.6704842
1634,2492,178,17,5,3,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,1:30 PM,4:45:00 PM,195,0,,,2,,,,1,1,2,2,1,2,1,3,3,3,4,4,4,4,4,0,4,4,4,4,4,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,3,,,,,11,5,5,4,2,,,,9,2,SACRAMENTO,CA,94206,US,10,3,1,0,0,0,0,1,0.6704842
1635,821,526,16,4,97,G,3,3,1,2,AER LINGUS,DUBLIN,146,1,18,6,3,2:00 PM,5:30:00 PM,210,1,2,,5,6,,,1,1,1,1,3,2,2,4,4,4,4,4,3,6,6,5,4,3,4,6,6,4,58,14,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,1,3,4,3,2,,,,9,1,BERKELEY,CA,94709,US,1,3,2,0,2,0,1,1,0.6704842
1636,1065,109,11,6,6,A,2,3,1,2,BRITISH AIRWAYS,LONDON HEATHROW,284,11,32,6,4,2:30 PM,4:30:00 PM,120,1,2,,5,,,,1,2,2,1,4,1,4,4,4,0,4,5,5,6,6,4,5,5,6,4,6,4,35,102,,,,3,6,6,4,4,4,0,,,4,4,,,1,5,1,,,6,5,5,5,2,,,,9,1,SAN CARLOS,CA,94070,US,6,5,1,4,1,2,2,1,0.6704842
1637,2640,75,6,1,70,F,2,2,1,2,UNITED,HOUSTON-BUSH,1615,30,25,3,4,9:00 AM,1:02:00 PM,242,1,2,,8,,,,1,1,1,2,1,1,0,6,4,3,5,6,5,5,5,6,6,6,6,6,0,5,0,,,,,5,6,6,5,5,5,0,,,5,0,,,1,4,21,,,5,5,5,5,2,,,,9,3,HOUSTON,TX,77065,US,11,0,0,0,0,0,0,1,1.4869248
1638,310,35,2,4,99,G,2,3,1,2,AIR CHINA,BEIJING,986,4,7,8,4,10:50 AM,2:50:00 PM,240,1,2,,2,8,,,1,1,1,2,2,1,4,6,4,5,5,5,5,4,4,3,4,3,6,2,0,4,0,,,,,5,5,4,5,5,5,0,,,4,0,,,2,,,,,0,5,5,5,2,,,,9,2,ELK GROVE,CA,95624,US,10,5,2,0,2,1,1,1,0.6704842
1639,1131,121,12,7,1,A,2,2,1,2,JETBLUE,LONG BEACH,2135,22,33,1,1,2:00 PM,3:03:00 PM,63,1,3,,5,,,,2,1,2,2,5,1,4,5,4,4,4,4,4,2,2,3,4,4,4,4,0,4,0,,,,,4,4,4,4,4,4,0,,,3,0,,,1,5,0,,,6,0,4,0,2,,,,9,1,SAN MATEO,CA,94401,US,6,6,2,3,3,2,2,1,0.6704842
1640,947,905,11,6,67,E,2,2,1,2,UNITED,CHICAGO-O'HARE,268,30,12,3,4,1:15 PM,2:19:00 PM,64,1,3,,5,,,,2,2,2,1,5,1,4,3,2,2,4,5,4,6,6,5,4,4,5,6,6,4,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,4,0,,,5,4,0,4,2,,,,9,1,SAN FRANCISCO,CA,94120,US,5,3,1,4,2,1,1,1,1.4869248
1641,554,6,1,3,80,F,2,2,1,2,UNITED,HONOLULU,300,30,24,1,2,10:15 AM,1:15:00 PM,180,1,,,2,,,,1,1,0,0,3,1,4,4,4,4,3,3,3,3,3,4,4,4,4,3,3,4,510,,,,,4,3,3,4,4,4,0,,,4,0,,,1,5,10,,,1,0,3,4,2,,,,9,1,DUBLIN,CA,94568,US,1,4,2,4,2,2,1,1,1.4869248
1642,959,905,11,6,67,E,2,2,1,2,UNITED,CHICAGO-O'HARE,268,30,12,3,4,12:00 PM,2:19:00 PM,139,1,,,9,,,,2,2,1,1,4,1,2,0,4,0,4,4,4,4,4,5,4,4,4,4,4,4,0,,,,,5,5,5,5,5,5,0,,,4,0,,,1,5,0,,,0,0,5,5,2,,,,9,3,,,,,99,5,1,0,3,1,2,1,1.4869248
